time,precipitation_sum,rain_sum,et0_fao_evapotranspiration,temperature_2m_mean,temperature_2m_max,precipitation_hours,wind_speed_10m_max,wind_speed_10m_mean,vapour_pressure_deficit_max,shortwave_radiation_sum,relative_humidity_2m_mean,cloud_cover_mean,soil_moisture_0_to_100cm_mean,soil_moisture_0_to_7cm_mean,soil_moisture_28_to_100cm_mean,soil_moisture_7_to_28cm_mean
1940-07-24,0.5,0.5,6.1,30.6,35.5,2.0,14.5,7.4,3.48,24.09,61,61,0.057,0.091,0.051,0.064
1940-07-25,1.9,1.9,4.54,29.9,34.2,5.0,10.1,5.3,3.34,17.88,60,91,0.055,0.072,0.051,0.064
1940-07-26,0.0,0.0,7.85,31.1,37.3,0.0,16.7,10.4,4.78,27.0,42,68,0.054,0.059,0.051,0.064
1940-07-27,0.0,0.0,7.69,30.5,37.4,0.0,22.8,12.2,4.9,24.52,38,84,0.054,0.053,0.051,0.063
1940-07-28,0.2,0.2,7.54,30.5,37.2,1.0,17.7,11.3,4.64,26.44,48,26,0.054,0.051,0.051,0.063
1940-07-29,0.0,0.0,7.81,31.2,38.2,0.0,17.3,9.1,5.29,27.81,41,47,0.053,0.05,0.051,0.063
1940-07-30,0.0,0.0,7.62,32.0,40.0,0.0,18.8,8.9,6.43,25.33,38,22,0.053,0.049,0.051,0.063
1940-07-31,0.0,0.0,8.26,32.4,39.6,0.0,19.2,10.3,5.98,27.73,36,13,0.053,0.048,0.051,0.063
1940-08-01,0.0,0.0,8.18,32.1,39.3,0.0,20.6,10.6,5.73,27.9,41,9,0.053,0.047,0.051,0.063
1940-08-02,0.2,0.2,6.92,31.4,38.2,2.0,19.1,10.2,4.76,25.05,54,43,0.053,0.047,0.051,0.063
1940-08-03,0.1,0.1,5.88,31.5,35.6,1.0,15.4,6.8,3.48,23.27,56,66,0.053,0.048,0.051,0.063
1940-08-04,0.0,0.0,6.61,32.6,37.7,0.0,14.9,6.9,4.48,24.68,48,62,0.053,0.049,0.051,0.063
1940-08-05,0.0,0.0,8.48,33.4,39.7,0.0,20.0,10.6,5.88,27.57,38,52,0.053,0.049,0.051,0.063
1940-08-06,0.0,0.0,8.94,35.0,42.9,0.0,22.8,9.9,7.45,27.64,23,40,0.053,0.049,0.051,0.063
1940-08-07,0.0,0.0,8.89,35.6,42.9,0.0,23.5,9.3,7.49,27.91,23,10,0.053,0.048,0.051,0.063
1940-08-08,0.2,0.2,8.51,33.9,40.6,1.0,18.4,11.6,6.03,26.85,36,37,0.053,0.048,0.051,0.063
1940-08-09,0.3,0.3,6.74,32.7,39.1,1.0,17.8,8.4,4.62,24.98,52,38,0.054,0.072,0.05,0.063
1940-08-10,1.1,1.1,5.52,31.5,35.3,8.0,14.5,8.0,2.93,22.28,65,86,0.057,0.125,0.049,0.062
1940-08-11,2.9,2.9,5.27,31.3,36.1,2.0,18.1,8.7,3.22,20.08,65,64,0.057,0.121,0.049,0.062
1940-08-12,0.2,0.2,5.55,29.6,35.8,1.0,15.0,10.5,3.27,22.47,68,52,0.063,0.197,0.049,0.067
1940-08-13,0.6,0.6,4.92,28.9,32.5,3.0,14.1,10.9,2.31,19.6,70,70,0.061,0.153,0.049,0.069
1940-08-14,0.2,0.2,5.21,28.0,33.4,2.0,19.1,12.6,3.25,19.84,64,82,0.059,0.129,0.049,0.07
1940-08-15,0.0,0.0,6.58,28.7,34.8,0.0,14.4,10.4,3.9,26.11,55,38,0.057,0.096,0.049,0.07
1940-08-16,0.0,0.0,6.32,29.6,36.0,0.0,14.0,8.6,3.93,24.64,55,20,0.055,0.071,0.049,0.07
1940-08-17,0.1,0.1,6.37,30.9,37.1,1.0,15.2,6.1,4.26,25.38,50,13,0.054,0.058,0.049,0.07
1940-08-18,0.1,0.1,6.82,32.3,40.1,1.0,14.7,7.1,5.5,25.39,47,52,0.053,0.053,0.048,0.07
1940-08-19,2.6,2.6,5.91,32.5,39.3,3.0,14.9,5.9,5.11,22.86,52,81,0.054,0.067,0.048,0.07
1940-08-20,0.2,0.2,6.3,32.4,38.7,1.0,21.2,6.9,4.96,24.38,54,55,0.055,0.086,0.048,0.07
1940-08-21,4.3,4.3,5.9,31.0,37.3,3.0,15.4,9.3,4.01,22.35,61,85,0.055,0.073,0.049,0.07
1940-08-22,1.6,1.6,5.13,29.2,34.1,7.0,16.2,11.4,2.85,19.68,66,91,0.056,0.082,0.049,0.071
1940-08-23,0.3,0.3,5.98,30.5,36.9,3.0,16.0,9.1,4.26,22.78,56,28,0.056,0.079,0.049,0.072
1940-08-24,0.1,0.1,6.38,30.9,37.8,1.0,15.1,7.4,4.94,24.21,50,11,0.055,0.067,0.049,0.072
1940-08-25,0.3,0.3,6.42,29.9,37.1,2.0,17.2,9.1,4.7,24.17,54,10,0.055,0.062,0.049,0.072
1940-08-26,0.4,0.4,6.81,30.1,37.4,2.0,17.6,9.2,5.1,25.43,51,47,0.055,0.059,0.049,0.072
1940-08-27,0.0,0.0,6.42,31.0,37.5,0.0,14.1,7.9,5.26,22.43,47,73,0.054,0.056,0.049,0.072
1940-08-28,0.0,0.0,7.64,31.6,38.6,0.0,17.5,8.5,5.99,26.62,31,48,0.054,0.053,0.049,0.072
1940-08-29,0.0,0.0,7.12,31.4,38.8,0.0,19.5,7.8,5.93,24.94,29,26,0.054,0.052,0.049,0.072
1940-08-30,0.1,0.1,6.58,31.6,39.2,1.0,13.8,6.9,5.8,23.88,37,17,0.054,0.053,0.049,0.072
1940-08-31,1.9,1.9,5.67,29.9,35.1,5.0,11.5,7.6,3.81,22.32,52,40,0.055,0.067,0.049,0.073
1940-09-01,0.0,0.0,6.04,29.7,35.5,0.0,15.2,7.6,4.12,23.64,52,16,0.056,0.081,0.049,0.072
1940-09-02,0.0,0.0,6.62,29.7,35.9,0.0,17.4,9.0,4.6,24.2,48,15,0.055,0.063,0.049,0.072
1940-09-03,0.0,0.0,7.0,29.1,36.4,0.0,15.4,8.2,5.08,26.29,39,38,0.054,0.055,0.049,0.072
1940-09-04,0.0,0.0,7.4,30.1,37.9,0.0,15.9,8.0,5.9,26.73,31,1,0.054,0.053,0.049,0.072
1940-09-05,0.0,0.0,7.31,30.4,38.7,0.0,17.0,7.7,6.26,26.54,29,66,0.054,0.052,0.049,0.072
1940-09-06,0.0,0.0,7.06,31.0,39.1,0.0,15.3,7.9,6.26,24.63,29,35,0.054,0.05,0.049,0.072
1940-09-07,0.1,0.1,7.15,32.1,39.7,1.0,14.7,9.0,6.0,23.44,32,15,0.054,0.047,0.049,0.072
1940-09-08,0.0,0.0,6.9,33.0,39.9,0.0,15.3,7.6,5.96,23.71,36,10,0.054,0.047,0.049,0.072
1940-09-09,0.0,0.0,6.9,33.1,39.6,0.0,16.7,7.9,5.76,22.74,36,15,0.054,0.047,0.049,0.072
1940-09-10,0.0,0.0,7.33,33.1,40.2,0.0,20.3,8.4,6.21,24.14,31,7,0.054,0.047,0.049,0.072
1940-09-11,0.0,0.0,6.95,32.1,39.3,0.0,16.0,8.9,5.83,22.52,33,43,0.054,0.047,0.049,0.072
1940-09-12,0.1,0.1,5.83,31.2,37.7,1.0,15.1,7.1,4.96,20.79,40,23,0.054,0.046,0.049,0.072
1940-09-13,0.0,0.0,6.28,31.0,37.4,0.0,13.4,8.0,4.83,22.68,47,10,0.054,0.047,0.049,0.072
1940-09-14,0.0,0.0,6.92,30.7,38.3,0.0,17.1,8.3,5.68,25.0,46,0,0.054,0.045,0.049,0.072
1940-09-15,0.0,0.0,6.8,30.5,38.4,0.0,13.4,7.2,6.09,25.28,33,0,0.053,0.044,0.049,0.072
1940-09-16,0.0,0.0,7.11,30.3,37.7,0.0,19.7,8.8,5.51,24.86,34,20,0.053,0.043,0.049,0.072
1940-09-17,0.0,0.0,6.86,30.4,37.2,0.0,18.6,10.7,4.9,22.13,39,26,0.053,0.043,0.049,0.072
1940-09-18,0.0,0.0,6.41,29.5,36.9,0.0,16.3,9.0,4.9,22.29,42,16,0.053,0.041,0.049,0.071
1940-09-19,0.0,0.0,6.87,29.1,36.6,0.0,15.9,8.1,5.31,24.82,34,0,0.053,0.041,0.049,0.071
1940-09-20,0.0,0.0,6.87,28.5,36.0,0.0,14.4,8.2,5.25,24.52,29,32,0.053,0.041,0.049,0.071
1940-09-21,0.0,0.0,7.38,29.2,37.3,0.0,18.4,10.1,5.61,22.76,24,79,0.053,0.041,0.049,0.072
1940-09-22,0.0,0.0,7.33,30.6,38.6,0.0,20.4,9.0,5.89,23.92,25,23,0.053,0.04,0.049,0.072
1940-09-23,0.0,0.0,7.85,31.0,38.7,0.0,19.1,10.4,6.07,23.98,21,1,0.053,0.039,0.049,0.072
1940-09-24,0.0,0.0,7.03,31.6,39.0,0.0,19.9,8.4,5.97,23.51,30,5,0.053,0.038,0.049,0.072
1940-09-25,0.0,0.0,6.53,31.8,39.3,0.0,15.2,7.0,6.08,23.19,31,71,0.053,0.036,0.049,0.072
1940-09-26,0.0,0.0,5.32,31.7,37.4,0.0,13.7,6.9,5.21,16.57,35,71,0.053,0.037,0.049,0.072
1940-09-27,0.1,0.1,5.83,30.8,37.3,1.0,14.7,8.4,4.99,18.76,37,26,0.053,0.039,0.049,0.072
1940-09-28,1.0,1.0,5.66,30.2,36.9,2.0,17.8,7.6,4.56,20.7,45,26,0.053,0.043,0.049,0.072
1940-09-29,0.1,0.1,3.42,29.5,34.5,1.0,5.9,3.8,3.57,13.77,53,38,0.054,0.052,0.049,0.072
1940-09-30,0.1,0.1,6.78,31.1,38.5,1.0,18.0,9.9,5.4,22.01,41,12,0.054,0.052,0.049,0.072
1940-10-01,0.3,0.3,6.3,31.0,37.9,2.0,16.7,8.1,5.37,20.89,33,30,0.054,0.051,0.049,0.072
1940-10-02,4.8,4.8,4.82,27.6,33.9,7.0,19.6,10.4,3.3,18.26,58,24,0.055,0.072,0.049,0.071
1940-10-03,0.7,0.7,4.84,26.7,32.4,4.0,22.5,12.3,3.09,18.98,65,14,0.057,0.106,0.049,0.071
1940-10-04,2.9,2.9,4.79,26.2,32.5,6.0,24.1,15.2,2.7,17.52,66,28,0.057,0.103,0.048,0.071
1940-10-05,0.2,0.2,2.96,24.1,28.2,2.0,10.8,5.5,2.26,13.5,65,38,0.057,0.11,0.047,0.071
1940-10-06,0.0,0.0,5.43,25.8,34.5,0.0,11.3,8.2,4.31,22.28,52,0,0.055,0.091,0.047,0.071
1940-10-07,0.0,0.0,6.17,28.5,38.1,0.0,16.8,9.3,5.46,21.36,42,6,0.054,0.07,0.047,0.071
1940-10-08,0.0,0.0,6.55,28.6,35.9,0.0,23.7,11.1,4.88,20.99,39,30,0.053,0.059,0.047,0.071
1940-10-09,3.3,3.3,4.71,24.6,28.5,7.0,18.6,11.7,2.79,17.28,55,36,0.055,0.086,0.047,0.071
1940-10-10,0.0,0.0,5.43,23.8,31.9,0.0,13.2,8.9,3.92,21.72,43,0,0.055,0.079,0.048,0.071
1940-10-11,0.0,0.0,6.27,26.2,33.7,0.0,16.6,11.2,4.39,21.13,36,13,0.054,0.07,0.048,0.071
1940-10-12,1.6,1.6,5.39,25.0,31.2,4.0,18.4,11.8,3.35,18.32,45,18,0.054,0.065,0.048,0.071
1940-10-13,0.1,0.1,4.04,24.2,29.8,1.0,11.1,5.7,2.85,18.27,58,13,0.054,0.065,0.048,0.071
1940-10-14,0.0,0.0,5.07,26.4,34.8,0.0,12.6,7.8,4.56,20.61,50,2,0.054,0.062,0.048,0.071
1940-10-15,0.0,0.0,6.55,27.8,35.3,0.0,23.2,12.6,4.78,20.64,35,5,0.053,0.056,0.048,0.071
1940-10-16,0.0,0.0,5.15,27.0,35.0,0.0,15.0,7.7,4.65,19.07,39,12,0.053,0.053,0.048,0.071
1940-10-17,0.0,0.0,5.17,27.5,35.4,0.0,14.4,6.9,5.08,20.19,39,14,0.053,0.052,0.048,0.071
1940-10-18,0.0,0.0,5.8,28.1,36.1,0.0,14.9,8.6,5.25,19.86,31,3,0.053,0.052,0.048,0.071
1940-10-19,0.0,0.0,6.02,28.2,36.1,0.0,14.2,9.2,5.19,19.39,30,3,0.053,0.052,0.048,0.071
1940-10-20,0.0,0.0,5.45,27.7,35.1,0.0,13.1,6.9,4.81,19.74,33,2,0.053,0.051,0.048,0.071
1940-10-21,0.0,0.0,5.51,27.1,34.7,0.0,16.1,7.8,4.77,18.81,30,19,0.053,0.051,0.048,0.071
1940-10-22,0.0,0.0,5.34,27.2,34.3,0.0,16.6,7.9,4.53,17.15,31,12,0.053,0.048,0.048,0.071
1940-10-23,0.0,0.0,6.39,27.1,34.3,0.0,20.9,10.5,4.62,18.71,24,40,0.053,0.048,0.048,0.071
1940-10-24,0.0,0.0,5.56,26.5,32.7,0.0,16.0,8.5,4.25,17.88,23,52,0.053,0.047,0.048,0.071
1940-10-25,0.0,0.0,5.26,24.9,32.2,0.0,19.4,8.2,4.1,19.1,32,53,0.053,0.048,0.048,0.07
1940-10-26,0.0,0.0,4.54,22.0,28.6,0.0,16.6,8.9,2.76,18.29,49,31,0.053,0.049,0.048,0.07
1940-10-27,0.1,0.1,3.77,18.9,23.9,1.0,14.1,8.5,2.11,16.44,50,15,0.053,0.052,0.048,0.069
1940-10-28,0.0,0.0,4.35,19.1,25.4,0.0,10.9,8.2,2.53,19.22,42,0,0.053,0.052,0.048,0.069
1940-10-29,0.0,0.0,4.84,19.7,27.6,0.0,12.4,8.4,3.08,19.24,31,0,0.053,0.051,0.048,0.069
1940-10-30,0.0,0.0,4.55,19.5,26.7,0.0,12.2,6.7,3.04,19.17,32,21,0.053,0.051,0.048,0.069
1940-10-31,0.0,0.0,5.37,21.1,30.5,0.0,11.1,9.1,4.02,19.3,20,0,0.053,0.05,0.048,0.069
1940-11-01,0.0,0.0,5.27,22.4,32.4,0.0,12.5,8.0,4.53,19.2,19,19,0.053,0.05,0.048,0.069
1940-11-02,0.0,0.0,5.03,21.8,31.5,0.0,14.5,7.7,4.2,19.01,25,10,0.052,0.049,0.048,0.069
1940-11-03,0.0,0.0,4.61,20.6,29.9,0.0,13.6,6.8,3.81,18.59,29,1,0.052,0.049,0.048,0.069
1940-11-04,0.0,0.0,4.38,21.3,29.6,0.0,11.8,7.9,3.37,16.19,34,37,0.052,0.048,0.048,0.069
1940-11-05,2.9,2.9,3.34,21.6,28.8,7.0,12.8,7.2,2.47,13.45,55,71,0.053,0.052,0.048,0.07
1940-11-06,0.5,0.5,3.74,22.0,28.6,3.0,12.6,7.7,2.44,16.8,65,31,0.056,0.089,0.048,0.07
1940-11-07,0.0,0.0,4.15,22.5,30.2,0.0,10.6,7.3,2.87,17.13,50,29,0.054,0.074,0.048,0.07
1940-11-08,0.0,0.0,4.42,21.4,29.2,0.0,16.1,7.2,3.51,17.47,38,0,0.054,0.065,0.048,0.07
1940-11-09,0.0,0.0,4.4,18.8,27.9,0.0,20.2,10.2,3.03,16.4,41,2,0.053,0.059,0.048,0.07
1940-11-10,0.0,0.0,3.58,16.8,23.5,0.0,14.1,8.3,2.11,17.34,55,1,0.053,0.056,0.048,0.07
1940-11-11,0.0,0.0,4.56,17.3,25.8,0.0,13.6,9.1,3.02,17.42,25,13,0.053,0.055,0.048,0.07
1940-11-12,0.0,0.0,5.58,19.3,28.4,0.0,14.3,11.6,3.44,17.08,14,47,0.053,0.054,0.048,0.07
1940-11-13,0.0,0.0,5.7,20.2,30.5,0.0,14.3,11.9,4.2,17.48,16,19,0.053,0.053,0.048,0.07
1940-11-14,0.0,0.0,5.56,21.3,31.9,0.0,21.4,13.2,4.1,17.05,24,29,0.053,0.053,0.048,0.07
1940-11-15,0.0,0.0,4.95,22.2,31.6,0.0,17.1,10.7,4.04,16.55,29,4,0.053,0.052,0.048,0.07
1940-11-16,0.0,0.0,4.24,21.7,30.2,0.0,16.1,7.3,3.63,15.56,34,64,0.053,0.051,0.048,0.07
1940-11-17,0.0,0.0,3.65,22.7,29.5,0.0,14.4,8.3,3.18,9.69,35,78,0.053,0.051,0.048,0.07
1940-11-18,0.0,0.0,3.73,20.6,26.2,0.0,19.1,9.3,2.09,14.79,51,70,0.053,0.051,0.048,0.07
1940-11-19,0.0,0.0,3.2,17.3,23.1,0.0,15.5,8.8,1.91,14.66,60,18,0.053,0.051,0.048,0.07
1940-11-20,0.0,0.0,4.56,17.3,24.5,0.0,13.0,11.6,2.65,16.62,31,0,0.053,0.049,0.048,0.07
1940-11-21,0.0,0.0,3.93,16.4,25.5,0.0,11.9,7.5,2.84,16.77,32,1,0.053,0.049,0.048,0.07
1940-11-22,0.0,0.0,3.59,15.2,23.5,0.0,15.9,8.5,2.52,16.07,39,4,0.053,0.05,0.048,0.069
1940-11-23,0.0,0.0,3.49,13.6,20.4,0.0,15.9,10.1,1.93,16.07,48,1,0.053,0.051,0.048,0.069
1940-11-24,0.0,0.0,4.15,15.3,23.6,0.0,14.0,11.3,2.43,16.05,35,0,0.053,0.05,0.048,0.07
1940-11-25,0.0,0.0,4.32,17.2,25.6,0.0,14.3,10.3,2.81,15.99,30,3,0.053,0.05,0.048,0.069
1940-11-26,0.0,0.0,2.61,16.2,22.3,0.0,8.7,5.8,2.21,9.23,30,88,0.053,0.05,0.048,0.069
1940-11-27,0.0,0.0,4.17,18.7,28.8,0.0,16.4,9.4,3.44,15.1,28,29,0.053,0.049,0.048,0.069
1940-11-28,0.0,0.0,4.32,20.1,29.2,0.0,16.7,10.4,3.36,15.21,32,4,0.052,0.049,0.048,0.069
1940-11-29,0.0,0.0,3.88,20.7,27.6,0.0,15.6,10.3,2.44,12.95,44,59,0.052,0.049,0.048,0.069
1940-11-30,0.1,0.1,2.29,21.0,26.1,1.0,10.5,6.3,1.59,8.9,60,72,0.052,0.048,0.048,0.069
1940-12-01,0.0,0.0,3.15,20.9,26.8,0.0,13.5,8.5,2.26,14.33,63,27,0.053,0.051,0.048,0.069
1940-12-02,0.0,0.0,3.66,20.8,29.1,0.0,11.9,8.3,3.02,14.85,46,0,0.053,0.051,0.048,0.069
1940-12-03,0.0,0.0,4.1,21.3,30.8,0.0,14.6,9.2,3.54,14.93,42,15,0.053,0.05,0.048,0.069
1940-12-04,0.0,0.0,2.84,20.9,28.6,0.0,9.3,5.1,3.26,10.6,39,98,0.053,0.05,0.048,0.069
1940-12-05,0.0,0.0,3.55,22.2,28.3,0.0,14.5,9.0,3.27,6.67,29,96,0.052,0.049,0.048,0.069
1940-12-06,0.2,0.2,2.46,21.6,24.4,2.0,11.0,6.8,1.93,7.46,46,94,0.053,0.053,0.048,0.069
1940-12-07,0.0,0.0,3.25,21.3,29.6,0.0,12.3,7.9,3.04,14.37,57,0,0.053,0.054,0.048,0.069
1940-12-08,0.0,0.0,3.58,20.9,29.0,0.0,13.5,7.6,3.06,14.25,47,14,0.053,0.052,0.048,0.069
1940-12-09,0.0,0.0,3.26,20.9,27.1,0.0,11.2,6.6,2.45,13.68,49,10,0.053,0.052,0.048,0.069
1940-12-10,0.0,0.0,3.05,18.7,25.8,0.0,13.6,7.1,2.17,13.77,56,17,0.053,0.052,0.048,0.069
1940-12-11,5.1,5.1,2.18,17.1,22.1,5.0,14.2,8.0,1.54,11.13,71,38,0.055,0.087,0.048,0.069
1940-12-12,0.0,0.0,2.17,15.7,20.8,0.0,10.0,7.3,1.33,11.71,75,64,0.055,0.087,0.048,0.069
1940-12-13,0.0,0.0,2.62,15.0,21.5,0.0,8.9,5.4,1.86,14.48,62,55,0.055,0.08,0.048,0.07
1940-12-14,0.0,0.0,3.25,15.2,23.2,0.0,12.6,8.3,2.23,14.52,47,13,0.054,0.073,0.048,0.07
1940-12-15,0.0,0.0,3.45,15.3,23.7,0.0,12.2,9.4,2.44,14.53,42,36,0.054,0.066,0.048,0.07
1940-12-16,0.0,0.0,3.09,15.6,23.5,0.0,10.5,6.6,2.26,14.41,42,37,0.054,0.062,0.048,0.07
1940-12-17,0.3,0.3,2.91,16.6,23.4,3.0,19.9,8.4,2.22,12.27,51,35,0.053,0.059,0.048,0.07
1940-12-18,0.0,0.0,3.34,18.1,25.4,0.0,13.8,9.3,2.33,14.35,58,15,0.053,0.058,0.048,0.07
1940-12-19,0.0,0.0,3.77,16.9,25.4,0.0,14.5,10.6,2.78,14.82,44,0,0.053,0.057,0.048,0.07
1940-12-20,0.0,0.0,4.42,17.3,26.9,0.0,16.5,11.8,3.21,14.96,29,3,0.053,0.056,0.048,0.07
1940-12-21,0.0,0.0,3.75,17.5,27.0,0.0,16.3,9.4,3.16,14.84,28,0,0.053,0.055,0.048,0.07
1940-12-22,0.0,0.0,3.44,16.2,25.7,0.0,11.5,7.2,2.89,14.45,35,67,0.053,0.054,0.048,0.07
1940-12-23,0.0,0.0,3.36,16.5,24.3,0.0,12.9,6.6,2.65,14.47,34,60,0.053,0.054,0.048,0.07
1940-12-24,2.9,2.9,3.41,15.8,23.1,4.0,20.0,11.1,2.08,14.0,48,34,0.053,0.054,0.048,0.07
1940-12-25,1.2,1.2,2.71,15.8,20.1,5.0,21.4,14.0,1.53,12.79,65,17,0.055,0.08,0.048,0.07
1940-12-26,0.0,0.0,3.47,14.6,23.8,0.0,13.1,10.7,2.54,14.88,47,0,0.054,0.073,0.048,0.07
1940-12-27,0.0,0.0,3.79,16.9,26.7,0.0,12.8,9.4,3.08,14.56,35,0,0.054,0.065,0.048,0.07
1940-12-28,0.0,0.0,3.28,17.9,27.6,0.0,10.3,6.2,3.06,14.52,39,11,0.054,0.061,0.048,0.07
1940-12-29,1.0,1.0,2.55,15.9,18.8,7.0,21.1,14.2,1.31,6.56,54,84,0.054,0.064,0.048,0.07
1940-12-30,19.6,19.6,1.17,14.5,16.5,24.0,21.9,17.0,0.53,5.37,86,88,0.062,0.184,0.048,0.071
1940-12-31,1.4,1.4,1.25,15.1,18.0,9.0,13.4,9.7,0.61,7.59,90,71,0.078,0.309,0.048,0.101
1941-01-01,0.0,0.0,2.37,14.2,20.2,0.0,15.4,10.0,1.38,14.22,75,45,0.078,0.269,0.049,0.113
1941-01-02,0.0,0.0,2.51,14.2,20.9,0.0,11.4,8.8,1.71,13.14,64,50,0.076,0.236,0.049,0.116
1941-01-03,0.0,0.0,2.97,13.2,21.3,0.0,13.6,10.6,1.8,15.06,60,0,0.075,0.209,0.049,0.117
1941-01-04,0.0,0.0,2.47,11.9,20.1,0.0,11.2,6.4,1.44,15.05,68,11,0.073,0.188,0.049,0.118
1941-01-05,0.0,0.0,2.49,11.3,19.9,0.0,17.3,6.4,1.65,14.75,68,36,0.072,0.172,0.049,0.118
1941-01-06,0.0,0.0,2.69,11.7,21.2,0.0,11.6,7.6,1.96,15.47,63,27,0.071,0.155,0.049,0.118
1941-01-07,0.0,0.0,2.25,12.4,20.8,0.0,10.5,6.2,1.81,12.19,57,77,0.07,0.14,0.049,0.118
1941-01-08,0.0,0.0,2.67,12.3,21.1,0.0,11.2,7.3,1.71,15.09,63,45,0.069,0.126,0.049,0.118
1941-01-09,2.2,2.2,2.47,13.6,23.1,5.0,14.0,9.3,2.07,10.23,61,98,0.068,0.116,0.049,0.118
1941-01-10,6.4,6.4,1.51,15.5,20.2,16.0,17.1,10.1,1.02,8.22,80,93,0.073,0.193,0.049,0.117
1941-01-11,11.9,11.9,0.91,14.4,17.5,17.0,13.2,7.6,0.52,5.21,89,84,0.08,0.276,0.049,0.123
1941-01-12,0.0,0.0,1.88,12.8,17.9,0.0,10.4,6.9,0.91,11.68,84,82,0.086,0.303,0.049,0.141
1941-01-13,0.0,0.0,2.57,12.8,19.9,0.0,11.3,8.9,1.25,15.49,72,39,0.085,0.268,0.049,0.146
1941-01-14,0.2,0.2,2.05,12.6,19.0,2.0,12.4,7.6,1.13,12.03,75,74,0.083,0.244,0.049,0.148
1941-01-15,0.0,0.0,2.4,11.8,18.5,0.0,10.2,7.5,1.39,14.05,71,78,0.082,0.227,0.049,0.148
1941-01-16,0.0,0.0,2.41,10.9,18.1,0.0,12.5,9.6,1.45,12.45,62,89,0.081,0.207,0.049,0.148
1941-01-17,0.0,0.0,3.31,11.3,20.2,0.0,19.3,12.8,1.88,16.72,53,0,0.079,0.185,0.049,0.148
1941-01-18,0.0,0.0,3.72,12.9,23.7,0.0,18.9,12.8,2.29,16.74,46,0,0.077,0.16,0.049,0.147
1941-01-19,0.0,0.0,2.91,12.4,23.5,0.0,12.0,7.8,2.1,16.25,59,44,0.076,0.142,0.049,0.147
1941-01-20,0.0,0.0,3.04,12.9,22.3,0.0,12.6,6.9,2.05,16.67,60,53,0.075,0.127,0.049,0.146
1941-01-21,0.0,0.0,2.88,12.8,20.8,0.0,10.4,6.4,1.83,16.44,57,33,0.074,0.111,0.049,0.145
1941-01-22,0.0,0.0,2.85,12.8,20.5,0.0,11.5,6.6,1.73,16.01,59,29,0.073,0.099,0.049,0.145
1941-01-23,0.0,0.0,2.84,12.9,19.9,0.0,10.0,6.4,1.58,16.47,62,23,0.072,0.089,0.05,0.144
1941-01-24,0.0,0.0,2.96,12.8,20.9,0.0,11.9,6.2,1.79,16.61,62,26,0.072,0.082,0.05,0.143
1941-01-25,0.0,0.0,2.78,14.4,21.8,0.0,10.1,5.5,1.61,15.32,62,63,0.071,0.076,0.05,0.142
1941-01-26,0.0,0.0,2.75,15.2,21.5,0.0,13.1,7.3,1.5,15.26,71,64,0.071,0.071,0.05,0.141
1941-01-27,10.1,10.1,1.44,12.7,18.5,10.0,12.6,6.8,1.11,8.36,85,49,0.074,0.123,0.05,0.141
1941-01-28,0.1,0.1,2.15,12.8,18.6,1.0,9.5,7.3,0.92,13.11,83,51,0.078,0.191,0.049,0.141
1941-01-29,0.0,0.0,2.69,13.2,19.9,0.0,9.5,5.9,1.27,16.64,75,39,0.077,0.175,0.049,0.141
1941-01-30,0.0,0.0,3.0,14.2,21.7,0.0,10.8,7.2,1.62,17.27,67,49,0.076,0.156,0.049,0.141
1941-01-31,0.0,0.0,2.74,14.1,21.6,0.0,9.9,5.7,1.58,15.99,68,56,0.075,0.138,0.05,0.141
1941-02-01,0.0,0.0,3.32,14.7,22.9,0.0,13.0,7.4,1.99,17.69,63,0,0.074,0.121,0.05,0.14
1941-02-02,0.0,0.0,3.54,15.2,23.8,0.0,11.8,8.9,2.31,17.99,55,0,0.073,0.104,0.05,0.14
1941-02-03,0.0,0.0,3.65,16.1,25.8,0.0,12.7,8.1,2.5,17.9,52,0,0.072,0.091,0.05,0.139
1941-02-04,0.0,0.0,3.13,16.9,24.8,0.0,9.8,6.5,2.13,15.24,58,85,0.071,0.082,0.05,0.139
1941-02-05,0.0,0.0,3.49,17.6,23.2,0.0,12.2,5.8,1.98,17.79,54,32,0.069,0.072,0.049,0.137
1941-02-06,0.0,0.0,3.66,15.7,23.2,0.0,16.4,8.4,2.13,18.08,60,4,0.069,0.067,0.049,0.137
1941-02-07,0.5,0.5,2.44,15.1,19.0,5.0,16.7,10.8,1.29,10.79,66,64,0.069,0.066,0.05,0.136
1941-02-08,0.0,0.0,3.77,14.6,22.4,0.0,12.4,10.0,2.18,18.81,56,0,0.069,0.066,0.05,0.136
1941-02-09,0.0,0.0,4.91,17.1,26.6,0.0,13.6,11.9,3.14,18.91,36,0,0.069,0.063,0.05,0.135
1941-02-10,0.0,0.0,4.92,19.8,29.3,0.0,13.1,10.2,3.3,18.59,35,0,0.068,0.06,0.05,0.135
1941-02-11,0.0,0.0,5.13,20.5,30.5,0.0,19.6,11.2,3.57,17.97,44,49,0.068,0.058,0.05,0.134
1941-02-12,0.0,0.0,4.22,18.2,24.8,0.0,16.3,9.2,2.23,17.5,45,60,0.068,0.057,0.05,0.133
1941-02-13,0.0,0.0,3.03,17.4,24.3,0.0,9.7,5.4,2.33,13.24,42,79,0.068,0.056,0.05,0.133
